Date,sumTotal
2020-08-27,86
2020-08-28,86
2020-08-29,86
2020-08-30,86
2020-08-31,86
2020-09-01,86
2020-09-02,86
2020-09-03,86
2020-09-04,87
2020-09-05,88
2020-09-06,89
2020-09-07,90
2020-09-08,90
2020-09-09,94
2020-09-10,94
2020-09-11,94
2020-09-12,94
2020-09-13,95
2020-09-14,95
2020-09-15,97
2020-09-16,102
2020-09-17,103
2020-09-18,103
2020-09-19,103
2020-09-20,103
2020-09-21,103
2020-09-22,103
2020-09-23,104
2020-09-24,104
2020-09-25,104
2020-09-26,104
2020-09-27,104
2020-09-28,104
2020-09-29,104
2020-09-30,104
2020-10-01,104
2020-10-02,104
2020-10-03,104
2020-10-04,104
2020-10-05,104
2020-10-06,104
2020-10-07,104
2020-10-08,104
2020-10-09,105
2020-10-10,105
2020-10-11,105
2020-10-12,106
2020-10-13,107
2020-10-14,108
2020-10-15,108
2020-10-16,109
2020-10-17,109
2020-10-18,109
2020-10-19,111
2020-10-20,112
2020-10-21,115
2020-10-22,116
2020-10-23,119
2020-10-24,120
2020-10-25,121
2020-10-26,122
2020-10-27,126
2020-10-28,130
2020-10-29,133
2020-10-30,138
2020-10-31,145
2020-11-01,151
2020-11-02,156
2020-11-03,160
2020-11-04,171
2020-11-05,178
2020-11-06,187
2020-11-07,199
2020-11-08,204
2020-11-09,212
2020-11-10,223
2020-11-11,230
2020-11-12,240
2020-11-13,248
2020-11-14,254
2020-11-15,262
2020-11-16,267
2020-11-17,273
2020-11-18,281
2020-11-19,285
2020-11-20,289
2020-11-21,294
2020-11-22,299
2020-11-23,304
2020-11-24,306
2020-11-25,311
2020-11-26,312
2020-11-27,314
2020-11-28,319
2020-11-29,320
2020-11-30,323
2020-12-01,326
2020-12-02,330
2020-12-03,332
2020-12-04,333
2020-12-05,334
2020-12-06,337
2020-12-07,339
2020-12-08,341
2020-12-09,344
2020-12-10,346
2020-12-11,348
2020-12-12,350
2020-12-13,353
2020-12-14,354
2020-12-15,358
2020-12-16,361
2020-12-17,363
2020-12-18,367
2020-12-19,367
2020-12-20,368
2020-12-21,369
2020-12-22,370
2020-12-23,371
2020-12-24,371
2020-12-25,371
2020-12-26,372
2020-12-27,374
2020-12-28,376
2020-12-29,377
2020-12-30,377
2020-12-31,377
2021-01-01,379
2021-01-02,380
2021-01-03,380
2021-01-04,380
2021-01-05,381
2021-01-06,381
2021-01-07,382
2021-01-08,383
2021-01-09,386
2021-01-10,389
2021-01-11,389
2021-01-12,392
2021-01-13,395
2021-01-14,396
2021-01-15,397
2021-01-16,398
2021-01-17,398
2021-01-18,401
2021-01-19,403
2021-01-20,406
2021-01-21,407
2021-01-22,409
2021-01-23,411
2021-01-24,412
2021-01-25,413
2021-01-26,414
2021-01-27,414
2021-01-28,414
2021-01-29,415
2021-01-30,418
2021-01-31,418
2021-02-01,418
2021-02-02,420
2021-02-03,420
2021-02-04,420
2021-02-05,422
2021-02-06,422
2021-02-07,422
2021-02-08,422
2021-02-09,423
2021-02-10,424
2021-02-11,424
2021-02-12,424
2021-02-13,424
2021-02-14,425
2021-02-15,425
2021-02-16,426
2021-02-17,426
2021-02-18,426
2021-02-19,426
2021-02-20,426
2021-02-21,426
2021-02-22,426
2021-02-23,427
2021-02-24,428
2021-02-25,428
2021-02-26,429
2021-02-27,430
2021-02-28,431
2021-03-01,431
2021-03-02,431
2021-03-03,432
2021-03-04,432
2021-03-05,433
2021-03-06,433
2021-03-07,435
2021-03-08,435
2021-03-09,435
2021-03-10,435
2021-03-11,438
2021-03-12,439
2021-03-13,439
2021-03-14,439
2021-03-15,439
2021-03-16,439
2021-03-17,439
2021-03-18,439
2021-03-19,439
2021-03-20,439
2021-03-21,439
2021-03-22,440
2021-03-23,440
2021-03-24,440
2021-03-25,440
2021-03-26,440
2021-03-27,440
2021-03-28,440
2021-03-29,440
2021-03-30,441
2021-03-31,442
2021-04-01,443
2021-04-02,443
2021-04-03,443
2021-04-04,443
2021-04-05,443
2021-04-06,443
2021-04-07,443
2021-04-08,443
2021-04-09,443
2021-04-10,443
2021-04-11,443
2021-04-12,443
2021-04-13,444
2021-04-14,444
2021-04-15,444
2021-04-16,444
2021-04-17,444
2021-04-18,444
2021-04-19,444
2021-04-20,444
2021-04-21,444
2021-04-22,444
2021-04-23,444
2021-04-24,444
2021-04-25,444
2021-04-26,444
2021-04-27,444
2021-04-28,444
2021-04-29,444
2021-04-30,444
2021-05-01,444
2021-05-02,444
2021-05-03,444
2021-05-04,444
2021-05-05,445
2021-05-06,445
2021-05-07,445
2021-05-08,445
2021-05-09,445
2021-05-10,445
2021-05-11,445
2021-05-12,445
2021-05-13,445
2021-05-14,445
2021-05-15,445
2021-05-16,445
2021-05-17,445
2021-05-18,445
2021-05-19,445
2021-05-20,445
2021-05-21,446
2021-05-22,446
2021-05-23,446
2021-05-24,446
2021-05-25,446
2021-05-26,446
2021-05-27,446
2021-05-28,446
2021-05-29,446
2021-05-30,446
2021-05-31,446
2021-06-01,446
2021-06-02,446
2021-06-03,446
2021-06-04,446
2021-06-05,446
2021-06-06,446
2021-06-07,446
2021-06-08,446
2021-06-09,446
2021-06-10,446
2021-06-11,446
2021-06-12,447
2021-06-13,447
2021-06-14,447
2021-06-15,447
2021-06-16,447
2021-06-17,447
2021-06-18,447
2021-06-19,447
2021-06-20,447
2021-06-21,448
2021-06-22,448
2021-06-23,448
2021-06-24,448
2021-06-25,449
2021-06-26,449
2021-06-27,449
2021-06-28,449
2021-06-29,449
2021-06-30,449
2021-07-01,449
2021-07-02,449
2021-07-03,449
2021-07-04,449
2021-07-05,449
2021-07-06,449
2021-07-07,449
2021-07-08,449
2021-07-09,449
2021-07-10,449
2021-07-11,449
2021-07-12,449
2021-07-13,449
2021-07-14,449
2021-07-15,449
2021-07-16,449
2021-07-17,449
2021-07-18,449
2021-07-19,449
2021-07-20,449
2021-07-21,449
2021-07-22,449
2021-07-23,449
2021-07-24,449
2021-07-25,449
2021-07-26,449
2021-07-27,449
2021-07-28,449
2021-07-29,449
2021-07-30,449
2021-07-31,449
2021-08-01,449
2021-08-02,449
2021-08-03,449
2021-08-04,449
2021-08-05,449
2021-08-06,449
2021-08-07,449
2021-08-08,449
2021-08-09,449
2021-08-10,449
2021-08-11,449
2021-08-12,449
2021-08-13,449
2021-08-14,449
2021-08-15,449
2021-08-16,449
2021-08-17,449
2021-08-18,449
2021-08-19,449
2021-08-20,449
2021-08-21,449
2021-08-22,449
2021-08-23,449
2021-08-24,449
2021-08-25,449
2021-08-26,449
2021-08-27,449
2021-08-28,449
2021-08-29,449
2021-08-30,449
